002_R_rxn02201_c0	HGD76_22330	ABEE	C1=CC(=CC=C1C(=O)O)N	47513	0.0942
001_R_rxn10118_c0	HGD76_22525	Ubiquinone-8	CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	53831	2.9496
001_R_rxn04070_c0	HGD76_06395	3-Amino-2-oxopropyl phosphate	C(C(=O)COP(=O)(O)O)N	26452	1.9096
001_R_rxn00199_c0	HGD76_04760	Oxalosuccinate	C(C(C(=O)C(=O)O)C(=O)O)C(=O)O	52254	19.9643
001_R_rxn03046_c0	HGD76_19760	Guanidinoethyl methyl phosphate	COP(=O)(O)OCCN=C(N)N	82624	0.1404
001_R_rxn01219_c0	HGD76_12415	dCMP	C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O	59435	4.0939
001_R_rxn00519_c0	HGD76_12485	Oxaloacetate	C(C(=O)C(=O)O)C(=O)O	43995	47.2955
001_R_rxn00519_c0	HGD76_12485	ITP	C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	43995	0.9204
001_R_rxn00258_c0	HGD76_00020	Pyruvate	CC(=O)C(=O)[O-]	37303	15.1998
001_R_rxn00258_c0	HGD76_00020	Malonyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O	37303	0.5318
001_R_rxn00800_c0	HGD76_01665	Adenylosuccinate	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)NC(CC(=O)O)C(=O)O	48339	2.9818
002_R_rxn00800_c0	HGD76_01665	Adenylosuccinate	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)NC(CC(=O)O)C(=O)O	48339	2.9818
001_R_rxn09177_c0	HGD76_12485	CTP	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	43995	1.1317
001_R_rxn09177_c0	HGD76_12485	L-Cysteine	C(C(C(=O)O)N)S	43995	0.0112
001_R_rxn00211_c0	HGD76_16020	UDP-glucose	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O	49640	1.0051
001_R_rxn00179_c0	HGD76_09215	L-Glutamate	C(CC(=O)O)C(C(=O)O)N	39710	0.3698
001_R_rxn01210_c0	HGD76_10820	L-Glutamate	C(CC(=O)O)C(C(=O)O)N	46011	0.3698
001_R_rxn01210_c0	HGD76_10820	10-Formyltetrahydrofolate	C1C(NC2=C(N1)N=C(NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	46011	2.1242
001_R_rxn00192_c0	HGD76_19280	Acetyl-CoA	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	42774	8.6093
001_R_rxn00192_c0	HGD76_19280	L-Glutamate	C(CC(=O)O)C(C(=O)O)N	42774	0.3698
001_R_rxn01218_c0	HGD76_07000	dCMP	C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O	56487	4.0939
001_R_rxn03360_c0	HGD76_09395	CO2	C(=O)=O	115326	20.3246
001_R_rxn03360_c0	HGD76_09395	5-Hydroxykynurenamine	C1=CC(=C(C=C1O)C(=O)CCN)N	115326	3.9041
001_R_rxn00509_c0	HGD76_12820	4-Oxobutanoate	C(CC(=O)[O-])C=O	49074	7.8154
001_R_rxn02898_c0	HGD76_06015	Succinylbenzoyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)C4=CC=CC=C4C(=O)O)O	30527	3.6915
001_R_rxn00545_c0	HGD76_13380	D-fructose-6-phosphate	C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O	38793	6.1299
001_R_rxn10344_c0	HGD76_05345	Pb	[Pb]	81038	None
002_R_rxn10344_c0	HGD76_07905	Pb	[Pb]	85535	None
001_R_rxn01547_c0	HGD76_10400	Guanosine	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N	12494	0.5776
002_R_rxn01547_c0	HGD76_03015	Guanosine	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N	24204	0.5776
001_R_rxn04895_c0	HGD76_23310	GSH	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	30572	30.4766
001_R_rxn04895_c0	HGD76_23310	2,2-Dichlorooxirane	C1C(O1)(Cl)Cl	30572	0.1107
001_R_rxn02320_c0	HGD76_00645	2-Oxoglutarate	C(CC(=O)O)C(=O)C(=O)O	41761	12.7669
001_R_rxn02320_c0	HGD76_00645	L-histidinol-phosphate	C1=C(NC=N1)CC(COP(=O)(O)O)N	41761	7.0315
001_R_rxn06488_c0	HGD76_10685	Deoxylimonate	CC1=C2CC(=O)OC(C2(CCC1C34COC(=O)CC3OC(C4CC(=O)O)(C)C)C)C5=COC=C5	33433	0.2177
001_R_rxn02504_c0	HGD76_14125	Dihydroneopterin	C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(CO)O)O	13484	2.1440
001_R_rxn04160_c0	HGD76_15150	Protochlorophyllide	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(=C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)C(C4=O)C(=O)OC)C)C.[Mg+2]	47265	None
002_R_rxn04160_c0	HGD76_15140	Protochlorophyllide	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(=C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)C(C4=O)C(=O)OC)C)C.[Mg+2]	62033	None
004_R_rxn04160_c0	HGD76_15135	Protochlorophyllide	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(=C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)C(C4=O)C(=O)OC)C)C.[Mg+2]	32819	None
001_R_rxn04996_c0	HGD76_09835	1-Hydroxy-2-methyl-2-butenyl 4-diphosphate	CC(=CCOP(=O)(O)OP(=O)(O)O)CO	45401	0.1635
001_R_rxn00262_c0	HGD76_16130	L-Aspartate	C(C(C(=O)O)N)C(=O)O	62092	0.2608
001_R_rxn02796_c0	HGD76_09115	Taurochenodeoxycholate	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	64003	4.8592
002_R_rxn02796_c0	HGD76_20885	Taurochenodeoxycholate	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	35603	4.8592
003_R_rxn02796_c0	HGD76_07550	Taurochenodeoxycholate	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	27509	4.8592
004_R_rxn02796_c0	HGD76_01850	Taurochenodeoxycholate	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	49212	4.8592
005_R_rxn02796_c0	HGD76_22655	Taurochenodeoxycholate	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	67812	4.8592
006_R_rxn02796_c0	HGD76_16485	Taurochenodeoxycholate	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	25479	4.8592
007_R_rxn02796_c0	HGD76_22660	Taurochenodeoxycholate	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	67975	4.8592
001_R_rxn10262_c0	HGD76_01320	Glycerol-3-phosphate	C(C(COP(=O)(O)O)O)O	18979	3.2029
001_R_rxn10126_c0	HGD76_11245	Ubiquinone-8	CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	63688	2.9496
001_R_rxn10126_c0	HGD76_15640	Ubiquinone-8	CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	39482	2.9496
001_R_rxn10225_c0	HGD76_17565	CTP	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	31928	1.1317
001_R_rxn03463_c0	HGD76_06365	CMP-N-acetylneuraminate	CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O	33721	8.3236
001_R_rxn03463_c0	HGD76_06365	GT1a	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)OC5(CC(C(C(O5)C(C(CO)OC6(CC(C(C(O6)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)OC7(CC(C(C(O7)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC=O)O	33721	4.9608
001_R_rxn00898_c0	HGD76_04855	2,3-Dihydroxy-isovalerate	CC(C)(C(C(=O)[O-])O)O	58992	0.6370
001_R_rxn01636_c0	HGD76_19280	L-Glutamate	C(CC(=O)O)C(C(=O)O)N	42774	0.3698
001_R_rxn01636_c0	HGD76_19280	N-Acetylornithine	CC(=O)NC(CCCN)C(=O)O	42774	20.4555
001_R_rxn02090_c0	HGD76_16245	Creatinine	CN1CC(=O)N=C1N	62015	0.1164
001_R_rxn11808_c0	HGD76_23310	GSH	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	30572	30.4766
001_R_rxn11808_c0	HGD76_23310	Aldophosphamide	C(COP(=O)(N)N(CCCl)CCCl)C=O	30572	0.1746
001_R_rxn02988_c0	HGD76_15525	Glycerone-phosphate	C(C(=O)COP(=O)(O)O)O	35498	2.6163
001_R_rxn02988_c0	HGD76_15525	Iminoaspartate	C(C(=N)C(=O)O)C(=O)O	35498	0.7037
001_R_rxn04792_c0	HGD76_12720	S-(Hydroxymethyl)glutathione	C(CC(=O)NC(CSCO)C(=O)NCC(=O)O)C(C(=O)O)N	39253	0.1008
001_R_rxn04810_c0	HGD76_23310	GSH	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	30572	30.4766
001_R_rxn04810_c0	HGD76_23310	(1S,2R)-Naphthalene epoxide	C1=CC=C2C3C(O3)C=CC2=C1	30572	6.8275
001_R_rxn05542_c0	HGD76_04605	L-alanylglycine	CC(C(=O)NCC(=O)O)N	15323	29.4987
001_R_rxn00539_c0	HGD76_01665	Aminoethanol	C(CO)N	48339	10.8979
001_R_rxn00678_c0	HGD76_00020	Pyruvate	CC(=O)C(=O)[O-]	37303	15.1998
001_R_rxn00678_c0	HGD76_00020	D-methylmalonyl-CoA	CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	37303	0.3149
001_R_rxn00710_c0	HGD76_09475	Orotidylic acid	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	53678	0.2293
002_R_rxn00710_c0	HGD76_16535	Orotidylic acid	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	25341	0.2293
001_R_rxn02305_c0	HGD76_00505	4-Amino-2-methyl-5-diphosphomethylpyrimidine	CC1=NC=C(C(=N1)N)COP(=O)(O)OP(=O)(O)O	38695	0.0404
001_R_rxn00470_c0	HGD76_21540	Ornithine	C(CC(C(=O)O)N)CN	51623	3.2609
001_R_rxn00910_c0	HGD76_19335	5-Methyltetrahydrofolate	CN1C(CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	32957	5.9170
001_R_rxn00953_c0	HGD76_21885	L-Serine	C(C(C(=O)O)N)O	34388	0.3751
001_R_rxn00953_c0	HGD76_21885	Homocysteine	C(CS)C(C(=O)O)N	34388	1.7391
002_R_rxn00953_c0	HGD76_21885	L-Serine	C(C(C(=O)O)N)O	34388	0.3751
002_R_rxn00953_c0	HGD76_21885	Homocysteine	C(CS)C(C(=O)O)N	34388	1.7391
001_R_rxn02479_c0	HGD76_22110	2,6-Dioxo-6-phenylhexanoate	C1=CC=C(C=C1)C(=O)CCCC(=O)C(=O)[O-]	30464	19.0788
001_R_rxn00717_c0	HGD76_20060	Cytosine	C1=C(NC(=O)N=C1)N	16239	59.5699
001_R_rxn03373_c0	HGD76_09840	ATP	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N	30954	3.3339
001_R_rxn03373_c0	HGD76_09840	Selenate	[O-][Se](=O)(=O)[O-]	30954	0.9488
001_R_rxn05459_c0	HGD76_04275	CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O	31789	7.3743
001_R_rxn04663_c0	HGD76_17200	2,5-Dichloro-4-oxohex-2-enedioate	C(=C(C(=O)O)Cl)C(=O)C(C(=O)O)Cl	41918	0.0825
001_R_rxn05453_c0	HGD76_04275	CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O	31789	7.3743
001_R_rxn01682_c0	HGD76_11510	Indoleglycerol phosphate	C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O	28398	0.1634
001_R_rxn01682_c0	HGD76_22190	Indoleglycerol phosphate	C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O	44587	0.1634
002_R_rxn01682_c0	HGD76_04390	Indoleglycerol phosphate	C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O	35604	0.1634
003_R_rxn01682_c0	HGD76_10425	Indoleglycerol phosphate	C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O	36948	0.1634
001_R_rxn08796_c0	HGD76_10685	1-dodecanoyl-sn-glycerol 3-phosphate	CCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)O	33433	6.7976
001_R_rxn01604_c0	HGD76_20325	Formate	C(=O)[O-]	24738	1.4882
001_R_rxn01604_c0	HGD76_20325	Dihydrofolate	C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	24738	20.4942
001_R_rxn12846_c0	HGD76_10755	Gly-Phe	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN	30274	0.2481
002_R_rxn12846_c0	HGD76_20115	Gly-Phe	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN	27902	0.2481
003_R_rxn12846_c0	HGD76_04245	Gly-Phe	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN	51593	0.2481
004_R_rxn12846_c0	HGD76_20715	Gly-Phe	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN	33214	0.2481
005_R_rxn12846_c0	HGD76_20715	Gly-Phe	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN	33214	0.2481
001_R_rxn00337_c0	HGD76_06995	L-Aspartate	C(C(C(=O)O)N)C(=O)O	63786	0.2608
001_R_rxn01231_c0	HGD76_16665	L-Cysteate	C(C(C(=O)[O-])N)S(=O)(=O)O	53154	30.0509
001_R_rxn08308_c0	HGD76_17565	CTP	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	31928	1.1317
001_R_rxn08308_c0	HGD76_17565	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate	CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCC=CCCCCCC	31928	6.7433
001_R_rxn00208_c0	HGD76_16875	Pyridoxamine phosphate	CC1=NC=C(C(=C1O)CN)COP(=O)(O)O	24854	0.0013
002_R_rxn00208_c0	HGD76_08895	Pyridoxamine phosphate	CC1=NC=C(C(=C1O)CN)COP(=O)(O)O	22590	0.0013
001_R_rxn07680_c0	HGD76_17340	3-Hydroxy-OPC8-CoA	CCC=CCC1C(CCC1=O)CCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O)O	59347	2.2472
001_R_rxn08127_c0	HGD76_17545	Maltose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	57307	6.0290
001_R_rxn08127_c0	HGD76_17545	Maltotetraose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O	57307	6.9327
001_R_rxn05516_c0	HGD76_05345	Cd2+	[Cd+2]	81038	3.1763
002_R_rxn05516_c0	HGD76_07905	Cd2+	[Cd+2]	85535	3.1763
001_R_rxn05142_c0	HGD76_22755	Sinapaldehyde	COC1=CC(=CC(=C1O)OC)C=CC=O	47914	8.9653
001_R_rxn05733_c0	HGD76_13960	O-Acetyl-L-serine	CC(=O)OCC(C(=O)O)N	38837	9.8745
001_R_rxn05733_c0	HGD76_13960	H2S2O3	OS(=O)(=S)O	38837	2.9163
002_R_rxn05733_c0	HGD76_01095	O-Acetyl-L-serine	CC(=O)OCC(C(=O)O)N	44699	9.8745
