002_R_rxn02201_c0	O53_4440	ABEE	C1=CC(=CC=C1C(=O)O)N	47471	0.0942
003_R_rxn01218_c0	O53_953	dCMP	C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O	4788	3.8010
001_R_rxn03360_c0	O53_435	CO2	C(=O)=O	116857	20.3246
001_R_rxn03360_c0	O53_435	5-Hydroxykynurenamine	C1=CC(=C(C=C1O)C(=O)CCN)N	116857	3.9041
001_R_rxn00509_c0	O53_4854	4-Oxobutanoate	C(CC(=O)[O-])C=O	48671	7.8154
001_R_rxn02898_c0	O53_481	Succinylbenzoyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)C4=CC=CC=C4C(=O)O)O	30306	3.6915
001_R_rxn00545_c0	O53_2353	D-fructose-6-phosphate	C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O	43857	6.1299
002_R_rxn00545_c0	O53_2010	D-fructose-6-phosphate	C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O	38620	6.1299
001_R_rxn10344_c0	O53_5224	Pb	[Pb]	80302	None
002_R_rxn10344_c0	O53_3884	Pb	[Pb]	68451	None
001_R_rxn01547_c0	O53_5146	Guanosine	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N	23822	0.5776
001_R_rxn04895_c0	O53_4792	GSH	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	30307	30.4766
001_R_rxn04895_c0	O53_4792	2,2-Dichlorooxirane	C1C(O1)(Cl)Cl	30307	0.1107
001_R_rxn02320_c0	O53_43	2-Oxoglutarate	C(CC(=O)O)C(=O)C(=O)O	39060	12.7669
001_R_rxn02320_c0	O53_43	L-histidinol-phosphate	C1=C(NC=N1)CC(COP(=O)(O)O)N	39060	7.0315
001_R_rxn02504_c0	O53_2148	Dihydroneopterin	C1C(=NC2=C(N1)N=C(NC2=O)N)C(C(CO)O)O	13209	2.1440
001_R_rxn04160_c0	O53_3970	Protochlorophyllide	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(=C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)C(C4=O)C(=O)OC)C)C.[Mg+2]	52964	None
002_R_rxn04160_c0	O53_5205	Protochlorophyllide	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(=C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)C(C4=O)C(=O)OC)C)C.[Mg+2]	57109	None
003_R_rxn04160_c0	O53_2318	Protochlorophyllide	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(=C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)C(C4=O)C(=O)OC)C)C.[Mg+2]	31577	None
001_R_rxn04996_c0	O53_4310	1-Hydroxy-2-methyl-2-butenyl 4-diphosphate	CC(=CCOP(=O)(O)OP(=O)(O)O)CO	45540	0.1635
001_R_rxn00262_c0	O53_3671	L-Aspartate	C(C(C(=O)O)N)C(=O)O	61043	0.2608
001_R_rxn02796_c0	O53_1357	Taurochenodeoxycholate	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	65438	4.8592
002_R_rxn02796_c0	O53_2766	Taurochenodeoxycholate	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	66606	4.8592
003_R_rxn02796_c0	O53_4021	Taurochenodeoxycholate	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	28629	4.8592
001_R_rxn10262_c0	O53_678	Glycerol-3-phosphate	C(C(COP(=O)(O)O)O)O	19356	3.2029
001_R_rxn10126_c0	O53_1645	Ubiquinone-8	CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	63712	2.9496
001_R_rxn10126_c0	O53_706	Ubiquinone-8	CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	36523	2.9496
001_R_rxn00544_c0	O53_5345	Acetaldehyde	CC=O	60443	3.7336
002_R_rxn00544_c0	O53_5345	Acetaldehyde	CC=O	60443	3.7336
001_R_rxn10225_c0	O53_1191	CTP	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	32046	1.1317
001_R_rxn03463_c0	O53_1842	CMP-N-acetylneuraminate	CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O	33245	8.3236
001_R_rxn03463_c0	O53_1842	GT1a	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)OC5(CC(C(C(O5)C(C(CO)OC6(CC(C(C(O6)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)OC7(CC(C(C(O7)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC=O)O	33245	4.9608
001_R_rxn00898_c0	O53_1649	2,3-Dihydroxy-isovalerate	CC(C)(C(C(=O)[O-])O)O	59206	0.6370
001_R_rxn01636_c0	O53_2667	L-Glutamate	C(CC(=O)O)C(C(=O)O)N	42842	0.3698
001_R_rxn01636_c0	O53_2667	N-Acetylornithine	CC(=O)NC(CCCN)C(=O)O	42842	20.4555
001_R_rxn02090_c0	O53_2641	Creatinine	CN1CC(=O)N=C1N	62066	0.1164
001_R_rxn01843_c0	O53_868	2-Phenylacetamide	C1=CC=C(C=C1)CC(=O)N	29689	13.6851
001_R_rxn11808_c0	O53_4792	GSH	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	30307	30.4766
001_R_rxn11808_c0	O53_4792	Aldophosphamide	C(COP(=O)(N)N(CCCl)CCCl)C=O	30307	0.1746
001_R_rxn02988_c0	O53_68	Glycerone-phosphate	C(C(=O)COP(=O)(O)O)O	35576	2.6163
001_R_rxn02988_c0	O53_68	Iminoaspartate	C(C(=N)C(=O)O)C(=O)O	35576	0.7037
001_R_rxn04792_c0	O53_2446	S-(Hydroxymethyl)glutathione	C(CC(=O)NC(CSCO)C(=O)NCC(=O)O)C(C(=O)O)N	39313	0.1008
001_R_rxn04810_c0	O53_4792	GSH	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	30307	30.4766
001_R_rxn04810_c0	O53_4792	(1S,2R)-Naphthalene epoxide	C1=CC=C2C3C(O3)C=CC2=C1	30307	6.8275
001_R_rxn00539_c0	O53_2161	Aminoethanol	C(CO)N	49024	10.8979
001_R_rxn00678_c0	O53_4626	Pyruvate	CC(=O)C(=O)[O-]	36339	15.1998
001_R_rxn00678_c0	O53_4626	D-methylmalonyl-CoA	CC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	36339	0.3149
001_R_rxn00710_c0	O53_453	Orotidylic acid	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	25209	0.2293
002_R_rxn00710_c0	O53_549	Orotidylic acid	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	53347	0.2293
001_R_rxn02305_c0	O53_5109	4-Amino-2-methyl-5-diphosphomethylpyrimidine	CC1=NC=C(C(=N1)N)COP(=O)(O)OP(=O)(O)O	38004	0.0404
001_R_rxn00470_c0	O53_2167	Ornithine	C(CC(C(=O)O)N)CN	51392	3.2609
001_R_rxn00910_c0	O53_4692	5-Methyltetrahydrofolate	CN1C(CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	32499	5.9170
001_R_rxn00953_c0	O53_5045	L-Serine	C(C(C(=O)O)N)O	34248	0.3751
001_R_rxn00953_c0	O53_5045	Homocysteine	C(CS)C(C(=O)O)N	34248	1.7391
002_R_rxn00953_c0	O53_5045	L-Serine	C(C(C(=O)O)N)O	34248	0.3751
002_R_rxn00953_c0	O53_5045	Homocysteine	C(CS)C(C(=O)O)N	34248	1.7391
001_R_rxn02479_c0	O53_2037	2,6-Dioxo-6-phenylhexanoate	C1=CC=C(C=C1)C(=O)CCCC(=O)C(=O)[O-]	30729	19.0788
001_R_rxn00717_c0	O53_4172	Cytosine	C1=C(NC(=O)N=C1)N	48879	59.5699
001_R_rxn05459_c0	O53_1155	CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O	31945	7.3743
002_R_rxn05459_c0	O53_4012	CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O	94384	7.3743
001_R_rxn05453_c0	O53_1155	CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O	31945	7.3743
002_R_rxn05453_c0	O53_4012	CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O	94384	7.3743
001_R_rxn01682_c0	O53_4204	Indoleglycerol phosphate	C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O	45012	0.1634
001_R_rxn01682_c0	O53_619	Indoleglycerol phosphate	C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O	28070	0.1634
002_R_rxn01682_c0	O53_2473	Indoleglycerol phosphate	C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O	36203	0.1634
003_R_rxn01682_c0	O53_1077	Indoleglycerol phosphate	C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O	36153	0.1634
001_R_rxn01604_c0	O53_3717	Formate	C(=O)[O-]	24330	1.4882
001_R_rxn01604_c0	O53_3717	Dihydrofolate	C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	24330	20.4942
001_R_rxn12846_c0	O53_4941	Gly-Phe	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN	30555	0.2481
002_R_rxn12846_c0	O53_3902	Gly-Phe	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN	27499	0.2481
003_R_rxn12846_c0	O53_2307	Gly-Phe	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN	51471	0.2481
004_R_rxn12846_c0	O53_3437	Gly-Phe	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN	33577	0.2481
005_R_rxn12846_c0	O53_3437	Gly-Phe	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN	33577	0.2481
001_R_rxn00337_c0	O53_3571	L-Aspartate	C(C(C(=O)O)N)C(=O)O	4368	0.2558
002_R_rxn00337_c0	O53_3359	L-Aspartate	C(C(C(=O)O)N)C(=O)O	59319	0.2608
001_R_rxn01231_c0	O53_1229	L-Cysteate	C(C(C(=O)[O-])N)S(=O)(=O)O	51618	30.0509
001_R_rxn08308_c0	O53_1191	CTP	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	32046	1.1317
001_R_rxn08308_c0	O53_1191	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate	CCCCCCC=CCCCCCC(=O)OCC(COP(=O)([O-])[O-])OC(=O)CCCCCC=CCCCCCC	32046	6.7433
001_R_rxn00208_c0	O53_5349	Pyridoxamine phosphate	CC1=NC=C(C(=C1O)CN)COP(=O)(O)O	24945	0.0013
002_R_rxn00208_c0	O53_454	Pyridoxamine phosphate	CC1=NC=C(C(=C1O)CN)COP(=O)(O)O	11062	0.0013
001_R_rxn03248_c0	O53_4088	Acetyl-CoA	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	41309	8.6093
001_R_rxn03248_c0	O53_4088	Hexanoyl-CoA	CCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	41309	4.4981
001_R_rxn08127_c0	O53_3480	Maltose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	56815	6.0290
001_R_rxn08127_c0	O53_3480	Maltotetraose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O	56815	6.9327
001_R_rxn05516_c0	O53_3884	Cd2+	[Cd+2]	68451	3.1763
002_R_rxn05516_c0	O53_5224	Cd2+	[Cd+2]	80302	3.1763
001_R_rxn05142_c0	O53_4976	Sinapaldehyde	COC1=CC(=CC(=C1O)OC)C=CC=O	47525	8.9653
001_R_rxn05733_c0	O53_881	O-Acetyl-L-serine	CC(=O)OCC(C(=O)O)N	33659	9.8745
001_R_rxn05733_c0	O53_881	H2S2O3	OS(=O)(=S)O	33659	2.9163
002_R_rxn05733_c0	O53_2384	O-Acetyl-L-serine	CC(=O)OCC(C(=O)O)N	32463	9.8745
002_R_rxn05733_c0	O53_2384	H2S2O3	OS(=O)(=S)O	32463	2.9163
003_R_rxn05733_c0	O53_1688	O-Acetyl-L-serine	CC(=O)OCC(C(=O)O)N	34298	9.8745
003_R_rxn05733_c0	O53_1688	H2S2O3	OS(=O)(=S)O	34298	2.9163
001_R_rxn12158_c0	O53_5142	ADP	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N	44014	7.4537
001_R_rxn12158_c0	O53_5142	Glucose-1-phosphate	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	44014	1.0501
001_R_rxn00526_c0	O53_2037	Pretyrosine	C1=CC(C=CC1O)(CC(C(=O)O)N)C(=O)O	30729	5.3404
001_R_rxn12512_c0	O53_2159	L-Cysteine	C(C(C(=O)O)N)S	46132	0.0112
001_R_rxn08669_c0	O53_1828	Glycerophosphoglycerol	C(C(COP(=O)(O)OCC(CO)O)O)O	44859	7.4606
001_R_rxn00902_c0	O53_2940	Acetyl-CoA	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	58055	8.6093
001_R_rxn00902_c0	O53_2940	3-Methyl-2-oxobutanoate	CC(C)C(=O)C(=O)O	58055	21.3000
001_R_rxn00658_c0	O53_1211	N-Acetyl-beta-alanine	CC(=O)NCCC(=O)O	41932	5.8310
001_R_rxn06672_c0	O53_1340	H2CO3	C(=O)(O)O	17550	65.3095
001_R_rxn06672_c0	O53_1952	H2CO3	C(=O)(O)O	49146	65.3095
001_R_rxn02961_c0	O53_4936	CTP	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O	21328	1.1317
001_R_rxn02961_c0	O53_4936	Ciliatine	C(CP(=O)(O)O)N	21328	0.0728
001_R_rxn00649_c0	O53_881	O-Acetyl-L-serine	CC(=O)OCC(C(=O)O)N	33659	9.8745
001_R_rxn00649_c0	O53_881	H2S	S	33659	62.8056
002_R_rxn00649_c0	O53_1688	O-Acetyl-L-serine	CC(=O)OCC(C(=O)O)N	34298	9.8745
002_R_rxn00649_c0	O53_1688	H2S	S	34298	62.8056
003_R_rxn00649_c0	O53_2384	O-Acetyl-L-serine	CC(=O)OCC(C(=O)O)N	32463	9.8745
003_R_rxn00649_c0	O53_2384	H2S	S	32463	62.8056
001_R_rxn01739_c0	O53_3511	Shikimate	C1C(C(C(C=C1C(=O)O)O)O)O	21641	6.3042
001_R_rxn02400_c0	O53_1846	Nicotinate ribonucleotide	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O	28674	4.4839
